state,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Ohio,2020-04-11,-41,-2,82,-28,-37,12
Ohio,2020-04-12,-65,-43,40,-42,-44,11
Ohio,2020-04-13,-43,-20,-18,-37,-49,21
Ohio,2020-04-14,-38,-14,24,-29,-48,19
Ohio,2020-04-15,-31,-10,8,-29,-48,19
Ohio,2020-04-16,-33,-8,26,-31,-48,20
Ohio,2020-04-17,-43,-20,-17,-38,-48,23
Ohio,2020-04-18,-38,-10,79,-26,-32,12
Ohio,2020-04-19,-38,-16,90,-35,-34,9
Ohio,2020-04-20,-30,-11,93,-27,-46,17
Ohio,2020-04-21,-33,-12,30,-28,-47,18
Ohio,2020-04-22,-32,-11,59,-27,-47,18
Ohio,2020-04-23,-35,-11,13,-32,-47,20
Ohio,2020-04-24,-34,-12,108,-26,-46,19
Ohio,2020-04-25,-34,-9,136,-22,-31,10
Ohio,2020-04-26,-40,-17,-13,-39,-35,10
Ohio,2020-04-27,-25,-6,106,-23,-44,16
Ohio,2020-04-28,-26,-6,100,-21,-46,11
Ohio,2020-04-29,-28,-8,22,-26,-46,18
Ohio,2020-04-30,-29,-5,10,-28,-46,19
Ohio,2020-05-01,-28,-3,95,-21,-44,17
Ohio,2020-05-02,-28,1,222,-9,-28,7
Ohio,2020-05-03,-26,-4,150,-24,-29,6
Ohio,2020-05-04,-20,-2,80,-20,-42,14
Ohio,2020-05-05,-24,-1,31,-22,-43,16
Ohio,2020-05-06,-23,0,82,-18,-43,16
Ohio,2020-05-07,-24,1,113,-19,-42,16
Ohio,2020-05-08,-32,-5,26,-25,-42,19
Ohio,2020-05-09,-29,10,69,-17,-26,9
Oklahoma,2020-02-15,4,2,7,2,1,0
Oklahoma,2020-02-16,5,1,17,1,1,0
Oklahoma,2020-02-17,3,-1,28,2,-19,5
Oklahoma,2020-02-18,0,-1,8,2,0,0
Oklahoma,2020-02-19,5,3,21,5,3,-1
Oklahoma,2020-02-20,2,0,-4,2,1,0
Oklahoma,2020-02-21,3,-3,2,3,3,0
Oklahoma,2020-02-22,3,2,10,4,3,0
Oklahoma,2020-02-23,0,-2,-38,0,0,1
Oklahoma,2020-02-24,0,-1,-13,1,2,1
Oklahoma,2020-02-25,4,1,8,3,2,0
Oklahoma,2020-02-26,15,7,5,10,4,-2
Oklahoma,2020-02-27,15,9,25,10,3,-2
Oklahoma,2020-02-28,15,7,33,13,3,-2
Oklahoma,2020-02-29,14,12,57,13,4,-3
Oklahoma,2020-03-01,19,17,68,14,3,-3
Oklahoma,2020-03-02,10,7,10,6,3,-1
Oklahoma,2020-03-03,17,14,46,7,2,-2
Oklahoma,2020-03-04,14,10,26,10,4,-2
Oklahoma,2020-03-05,14,13,46,10,3,-2
Oklahoma,2020-03-06,9,4,46,10,3,-2
Oklahoma,2020-03-07,10,11,61,15,4,-2
Oklahoma,2020-03-08,7,5,4,11,2,0
Oklahoma,2020-03-09,7,7,14,5,2,1
Oklahoma,2020-03-10,10,12,64,9,2,-1
Oklahoma,2020-03-11,15,15,73,15,4,-2
Oklahoma,2020-03-12,15,27,74,14,1,-2
Oklahoma,2020-03-13,3,14,-14,8,-7,3
Oklahoma,2020-03-14,-5,13,-24,7,-3,3
Oklahoma,2020-03-15,-5,9,-21,4,-4,2
Oklahoma,2020-03-16,-2,21,-17,-2,-19,6
Oklahoma,2020-03-17,-10,18,0,-3,-22,8
Oklahoma,2020-03-18,-12,18,48,2,-25,8
Oklahoma,2020-03-19,-20,10,25,-6,-29,11
Oklahoma,2020-03-20,-26,6,-11,-11,-30,13
Oklahoma,2020-03-21,-35,2,-9,-9,-18,9
Oklahoma,2020-03-22,-38,-8,-26,-17,-26,9
Oklahoma,2020-03-23,-28,-4,-1,-17,-31,13
Oklahoma,2020-03-24,-25,2,51,-14,-34,13
Oklahoma,2020-03-25,-21,4,73,-9,-34,12
Oklahoma,2020-03-26,-29,-3,57,-16,-38,14
Oklahoma,2020-03-27,-34,-10,24,-22,-38,16
Oklahoma,2020-03-28,-37,-6,13,-20,-27,11
Oklahoma,2020-03-29,-36,-12,29,-23,-32,9
Oklahoma,2020-03-30,-37,-18,-29,-28,-40,17
Oklahoma,2020-03-31,-29,-5,31,-20,-41,15
Oklahoma,2020-04-01,-22,6,35,-13,-40,14
Oklahoma,2020-04-02,-30,-1,16,-20,-42,16
Oklahoma,2020-04-03,-37,-9,-37,-28,-43,20
Oklahoma,2020-04-04,-46,-10,-42,-29,-32,14
Oklahoma,2020-04-05,-41,-8,-3,-30,-35,10
Oklahoma,2020-04-06,-33,-8,2,-25,-42,16
Oklahoma,2020-04-07,-31,-5,50,-19,-43,16
Oklahoma,2020-04-08,-27,0,59,-14,-43,14
Oklahoma,2020-04-09,-29,-2,29,-20,-44,16
Oklahoma,2020-04-10,-30,-2,33,-24,-47,18
Oklahoma,2020-04-11,-38,-1,-8,-27,-32,12
Oklahoma,2020-04-12,-54,-27,-41,-37,-40,11
Oklahoma,2020-04-13,-34,-14,-33,-28,-42,18
Oklahoma,2020-04-14,-33,-12,-10,-25,-42,18
Oklahoma,2020-04-15,-15,2,35,-14,-40,14
Oklahoma,2020-04-16,-20,-1,32,-16,-41,15
Oklahoma,2020-04-17,-30,-12,-13,-22,-41,18
Oklahoma,2020-04-18,-30,-4,19,-17,-26,10
Oklahoma,2020-04-19,-31,-12,2,-25,-32,9
Oklahoma,2020-04-20,-20,-6,27,-18,-40,14
Oklahoma,2020-04-21,-21,-2,59,-16,-40,14
Oklahoma,2020-04-22,-28,-9,-15,-21,-42,17
Oklahoma,2020-04-23,-17,3,59,-15,-40,14
Oklahoma,2020-04-24,-24,-5,24,-18,-39,16
Oklahoma,2020-04-25,-25,4,55,-10,-25,8
Oklahoma,2020-04-26,-22,0,63,-14,-30,6
Oklahoma,2020-04-27,-17,-1,16,-16,-38,14
Oklahoma,2020-04-28,-20,0,25,-15,-39,9
Oklahoma,2020-04-29,-9,9,54,-7,-37,12
Oklahoma,2020-04-30,-10,10,68,-9,-38,12
Oklahoma,2020-05-01,-10,9,61,-7,-36,12
Oklahoma,2020-05-02,-16,13,73,-1,-20,5
Oklahoma,2020-05-03,-14,5,47,-10,-23,5
Oklahoma,2020-05-04,-7,5,20,-10,-35,12
Oklahoma,2020-05-05,-4,13,61,-7,-34,11
Oklahoma,2020-05-06,-3,13,78,-4,-33,10
Oklahoma,2020-05-07,-8,10,39,-9,-35,12
Oklahoma,2020-05-08,-10,6,36,-7,-34,12
Oklahoma,2020-05-09,-10,20,63,1,-17,4
Oregon,2020-02-15,2,-3,-5,-1,-1,0
Oregon,2020-02-16,14,3,33,3,0,-1
Oregon,2020-02-17,10,2,74,-3,-25,4
Oregon,2020-02-18,4,2,42,5,1,0
Oregon,2020-02-19,5,3,51,6,1,-1
Oregon,2020-02-20,4,4,33,4,1,-1
Oregon,2020-02-21,4,1,37,7,4,-1
Oregon,2020-02-22,6,3,72,9,3,-2
Oregon,2020-02-23,10,2,-11,3,1,0
Oregon,2020-02-24,5,1,28,3,4,-1
Oregon,2020-02-25,8,4,44,4,2,-1
Oregon,2020-02-26,11,6,51,6,2,-1
Oregon,2020-02-27,10,5,49,8,1,-1
Oregon,2020-02-28,8,4,24,7,3,-1
Oregon,2020-02-29,7,5,8,6,3,-1
Oregon,2020-03-01,17,9,23,9,3,-1
Oregon,2020-03-02,8,7,14,2,3,0
Oregon,2020-03-03,10,12,40,2,1,-1
Oregon,2020-03-04,10,9,57,6,1,-1
Oregon,2020-03-05,7,8,38,4,1,-1
Oregon,2020-03-06,1,2,-3,-1,1,1
Oregon,2020-03-07,5,3,16,4,3,0
Oregon,2020-03-08,10,5,24,5,1,0
Oregon,2020-03-09,6,6,60,1,2,0
Oregon,2020-03-10,8,8,71,3,0,0
Oregon,2020-03-11,8,9,57,1,0,0
Oregon,2020-03-12,4,17,43,-3,-3,1
Oregon,2020-03-13,-4,20,-7,-11,-6,4
Oregon,2020-03-14,-18,7,-12,-16,-6,6
Oregon,2020-03-15,-11,4,16,-14,-9,4
Oregon,2020-03-16,-5,17,53,-16,-22,7
Oregon,2020-03-17,-22,12,63,-20,-29,10
Oregon,2020-03-18,-25,8,76,-24,-33,11
Oregon,2020-03-19,-28,6,76,-28,-35,12
Oregon,2020-03-20,-32,4,66,-31,-35,13
Oregon,2020-03-21,-40,-4,81,-26,-25,8
Oregon,2020-03-22,-37,-9,48,-31,-30,8
Oregon,2020-03-23,-38,-11,-5,-40,-41,15
Oregon,2020-03-24,-47,-19,-17,-44,-47,18
Oregon,2020-03-25,-45,-17,3,-43,-48,18
Oregon,2020-03-26,-46,-17,-1,-46,-48,19
Oregon,2020-03-27,-50,-21,-28,-49,-47,20
Oregon,2020-03-28,-55,-24,-25,-45,-36,14
Oregon,2020-03-29,-51,-25,-22,-47,-38,12
Oregon,2020-03-30,-44,-22,-20,-48,-47,17
Oregon,2020-03-31,-41,-15,4,-44,-49,18
Oregon,2020-04-01,-39,-11,1,-42,-49,18
Oregon,2020-04-02,-42,-12,-3,-46,-50,19
Oregon,2020-04-03,-44,-12,-10,-46,-48,19
Oregon,2020-04-04,-51,-18,-20,-45,-37,14
Oregon,2020-04-05,-46,-18,-1,-44,-39,11
Oregon,2020-04-06,-40,-15,19,-44,-48,17
Oregon,2020-04-07,-39,-11,39,-42,-49,17
Oregon,2020-04-08,-38,-10,53,-41,-49,17
Oregon,2020-04-09,-39,-8,41,-43,-50,17
Oregon,2020-04-10,-41,-10,22,-44,-49,18
Oregon,2020-04-11,-45,-7,16,-41,-36,12
Oregon,2020-04-12,-56,-24,5,-45,-41,10
Oregon,2020-04-13,-38,-15,34,-44,-46,16
Oregon,2020-04-14,-36,-12,42,-41,-48,17
Oregon,2020-04-15,-32,-8,27,-41,-48,17
Oregon,2020-04-16,-34,-7,35,-41,-48,17
Oregon,2020-04-17,-38,-11,33,-41,-46,17
Oregon,2020-04-18,-45,-17,-12,-41,-34,12
Oregon,2020-04-19,-38,-14,16,-41,-36,9
Oregon,2020-04-20,-31,-11,47,-40,-46,15
Oregon,2020-04-21,-35,-11,27,-41,-47,17
Oregon,2020-04-22,-38,-13,-13,-46,-48,18
Oregon,2020-04-23,-37,-9,20,-43,-48,17
Oregon,2020-04-24,-40,-13,-3,-44,-46,18
Oregon,2020-04-25,-43,-13,11,-37,-33,11
Oregon,2020-04-26,-36,-13,28,-36,-35,9
Oregon,2020-04-27,-32,-11,19,-41,-45,16
Oregon,2020-04-28,-31,-6,56,-37,-47,8
Oregon,2020-04-29,-31,-6,32,-39,-47,16
Oregon,2020-04-30,-31,-4,26,-39,-47,16
Oregon,2020-05-01,-32,-4,15,-37,-44,16
Oregon,2020-05-02,-41,-10,-17,-36,-32,11
Oregon,2020-05-03,-33,-8,5,-35,-32,9
Oregon,2020-05-04,-27,-4,29,-37,-43,14
Oregon,2020-05-05,-25,4,54,-34,-44,15
Oregon,2020-05-06,-28,-2,43,-36,-44,15
Oregon,2020-05-07,-28,2,57,-36,-44,15
Oregon,2020-05-08,-31,2,60,-34,-43,14
Oregon,2020-05-09,-33,9,72,-25,-28,7
Pennsylvania,2020-02-15,5,-1,13,3,0,0
Pennsylvania,2020-02-16,9,1,29,0,1,-1
Pennsylvania,2020-02-17,8,-1,43,-11,-21,5
Pennsylvania,2020-02-18,1,-2,12,2,1,0
Pennsylvania,2020-02-19,1,0,18,2,2,0
Pennsylvania,2020-02-20,1,-1,10,1,1,0
Pennsylvania,2020-02-21,0,-2,6,1,3,1
Pennsylvania,2020-02-22,9,3,53,6,4,-1
Pennsylvania,2020-02-23,11,5,100,4,3,-1
Pennsylvania,2020-02-24,3,0,36,2,3,0
Pennsylvania,2020-02-25,4,-1,1,1,2,0
Pennsylvania,2020-02-26,7,4,8,5,2,-1
Pennsylvania,2020-02-27,3,-1,0,2,1,1
Pennsylvania,2020-02-28,4,2,2,4,3,0
Pennsylvania,2020-02-29,9,3,-3,5,2,-1
Pennsylvania,2020-03-01,16,8,39,6,3,-1
Pennsylvania,2020-03-02,8,4,31,2,2,0
Pennsylvania,2020-03-03,9,5,4,3,2,0
Pennsylvania,2020-03-04,9,7,27,4,1,-1
Pennsylvania,2020-03-05,9,7,37,5,1,-1
Pennsylvania,2020-03-06,1,0,-7,-1,1,1
Pennsylvania,2020-03-07,10,6,26,7,3,-1
Pennsylvania,2020-03-08,15,9,127,8,1,-2
Pennsylvania,2020-03-09,9,7,104,1,0,0
Pennsylvania,2020-03-10,6,5,17,-2,0,1
Pennsylvania,2020-03-11,7,10,29,0,-1,0
Pennsylvania,2020-03-12,8,21,39,-4,-2,1
Pennsylvania,2020-03-13,1,22,33,-11,-7,3
Pennsylvania,2020-03-14,-7,13,40,-8,-2,3
Pennsylvania,2020-03-15,-8,8,63,-15,-7,3
Pennsylvania,2020-03-16,-6,18,10,-26,-22,8
Pennsylvania,2020-03-17,-28,2,-4,-34,-31,13
Pennsylvania,2020-03-18,-33,-2,31,-37,-35,14
Pennsylvania,2020-03-19,-35,-1,0,-42,-37,16
Pennsylvania,2020-03-20,-39,-1,15,-43,-41,19
Pennsylvania,2020-03-21,-48,-11,20,-40,-31,13
Pennsylvania,2020-03-22,-47,-18,38,-46,-33,10
Pennsylvania,2020-03-23,-50,-25,-53,-58,-50,21
Pennsylvania,2020-03-24,-45,-19,10,-51,-51,21
Pennsylvania,2020-03-25,-49,-23,-29,-55,-52,22
Pennsylvania,2020-03-26,-44,-18,52,-50,-51,21
Pennsylvania,2020-03-27,-46,-20,27,-52,-50,23
Pennsylvania,2020-03-28,-58,-33,-53,-55,-39,17
Pennsylvania,2020-03-29,-50,-27,7,-52,-38,12
Pennsylvania,2020-03-30,-45,-23,-15,-55,-51,21
Pennsylvania,2020-03-31,-45,-22,-26,-54,-53,22
Pennsylvania,2020-04-01,-43,-16,-1,-50,-53,21
Pennsylvania,2020-04-02,-45,-18,7,-53,-53,22
Pennsylvania,2020-04-03,-46,-18,-11,-54,-52,24
Pennsylvania,2020-04-04,-53,-22,14,-49,-38,15
Pennsylvania,2020-04-05,-50,-24,52,-51,-39,12
Pennsylvania,2020-04-06,-43,-19,33,-53,-53,21
Pennsylvania,2020-04-07,-44,-20,18,-53,-54,21
Pennsylvania,2020-04-08,-44,-18,28,-53,-54,21
Pennsylvania,2020-04-09,-46,-19,-22,-57,-55,23
Pennsylvania,2020-04-10,-49,-20,-34,-60,-61,27
Pennsylvania,2020-04-11,-47,-12,19,-50,-40,15
Pennsylvania,2020-04-12,-70,-47,31,-55,-46,12
Pennsylvania,2020-04-13,-53,-30,-40,-62,-55,23
Pennsylvania,2020-04-14,-43,-18,1,-52,-52,21
Pennsylvania,2020-04-15,-38,-13,2,-51,-52,21
Pennsylvania,2020-04-16,-42,-16,-13,-54,-52,22
Pennsylvania,2020-04-17,-47,-22,-25,-56,-51,24
Pennsylvania,2020-04-18,-49,-19,-13,-49,-36,15
Pennsylvania,2020-04-19,-45,-20,71,-49,-36,11
Pennsylvania,2020-04-20,-41,-21,20,-54,-51,20
Pennsylvania,2020-04-21,-44,-22,-23,-55,-52,22
Pennsylvania,2020-04-22,-41,-16,3,-52,-51,21
Pennsylvania,2020-04-23,-43,-18,-5,-54,-52,22
Pennsylvania,2020-04-24,-47,-23,-23,-57,-51,24
Pennsylvania,2020-04-25,-43,-15,85,-41,-34,12
Pennsylvania,2020-04-26,-51,-26,-49,-56,-38,13
Pennsylvania,2020-04-27,-38,-17,-1,-53,-49,20
Pennsylvania,2020-04-28,-35,-13,43,-48,-50,14
Pennsylvania,2020-04-29,-35,-12,20,-49,-50,19
Pennsylvania,2020-04-30,-42,-19,-29,-52,-51,22
Pennsylvania,2020-05-01,-37,-11,15,-47,-48,21
Pennsylvania,2020-05-02,-37,-8,117,-35,-31,10
Pennsylvania,2020-05-03,-34,-10,110,-41,-30,8
Pennsylvania,2020-05-04,-31,-11,29,-48,-47,17
Pennsylvania,2020-05-05,-30,-7,20,-47,-47,18
Pennsylvania,2020-05-06,-37,-11,-22,-50,-48,20
Pennsylvania,2020-05-07,-32,-6,57,-44,-47,18
Pennsylvania,2020-05-08,-40,-12,-23,-49,-46,21
Pennsylvania,2020-05-09,-37,0,-8,-40,-29,12
Rhode Island,2020-02-15,1,-4,15,2,-1,0
Rhode Island,2020-02-16,9,-4,12,7,1,-1
Rhode Island,2020-02-17,13,-3,91,-13,-31,7
Rhode Island,2020-02-18,0,-7,-11,-3,-9,3
Rhode Island,2020-02-19,4,-2,16,0,-5,1
Rhode Island,2020-02-20,4,-4,7,1,-4,1
Rhode Island,2020-02-21,2,-7,1,-1,-3,2
Rhode Island,2020-02-22,8,-4,89,5,2,-1
Rhode Island,2020-02-23,12,-2,106,8,4,-1
Rhode Island,2020-02-24,7,-2,87,3,4,-1
Rhode Island,2020-02-25,4,-3,18,5,2,0
Rhode Island,2020-02-26,8,-1,7,4,2,-1
Rhode Island,2020-02-27,7,-3,5,3,2,0
Rhode Island,2020-02-28,8,-1,2,7,4,-1
Rhode Island,2020-02-29,7,-2,31,5,2,-1
Rhode Island,2020-03-01,13,7,-3,9,5,-1
Rhode Island,2020-03-02,9,7,34,-1,3,-1
Rhode Island,2020-03-03,9,6,61,2,2,-1
Rhode Island,2020-03-04,9,3,21,-1,1,-1
Rhode Island,2020-03-05,8,3,54,4,2,-1
Rhode Island,2020-03-06,4,-3,8,-1,3,1
Rhode Island,2020-03-07,5,-1,35,-3,2,0
Rhode Island,2020-03-08,11,-1,68,4,4,-1
Rhode Island,2020-03-09,13,3,165,-3,2,-1
Rhode Island,2020-03-10,8,2,65,-6,0,0
Rhode Island,2020-03-11,7,5,56,-7,-3,1
Rhode Island,2020-03-12,6,24,33,-9,-1,1
Rhode Island,2020-03-13,-1,34,-10,-21,-3,4
Rhode Island,2020-03-14,-9,20,98,-16,-4,3
Rhode Island,2020-03-15,-13,6,81,-21,-5,4
Rhode Island,2020-03-16,-8,20,41,-32,-22,9
Rhode Island,2020-03-17,-31,5,-9,-40,-31,14
Rhode Island,2020-03-18,-28,3,107,-41,-33,14
Rhode Island,2020-03-19,-36,-1,-16,-53,-36,17
Rhode Island,2020-03-20,-32,10,55,-47,-35,18
Rhode Island,2020-03-21,-39,0,146,-43,-25,11
Rhode Island,2020-03-22,-42,-16,62,-51,-28,11
Rhode Island,2020-03-23,-42,-17,-22,-59,-40,18
Rhode Island,2020-03-24,-40,-14,65,-55,-44,19
Rhode Island,2020-03-25,-43,-19,-4,-59,-46,21
Rhode Island,2020-03-26,-38,-11,139,-55,-45,19
Rhode Island,2020-03-27,-39,-14,136,-54,-44,21
Rhode Island,2020-03-28,-46,-16,99,-55,-35,14
Rhode Island,2020-03-29,-55,-30,-50,-67,-37,14
Rhode Island,2020-03-30,-45,-22,5,-62,-47,20
Rhode Island,2020-03-31,-41,-19,64,-57,-49,21
Rhode Island,2020-04-01,-41,-12,12,-58,-49,21
Rhode Island,2020-04-02,-44,-14,-5,-62,-50,22
Rhode Island,2020-04-03,-49,-16,-49,-64,-50,26
Rhode Island,2020-04-04,-50,-16,22,-58,-38,15
Rhode Island,2020-04-05,-50,-25,4,-59,-37,13
Rhode Island,2020-04-06,-39,-17,79,-58,-50,19
Rhode Island,2020-04-07,-40,-17,65,-60,-52,21
Rhode Island,2020-04-08,-46,-19,-15,-64,-53,23
Rhode Island,2020-04-09,-49,-22,-30,-68,-54,24
Rhode Island,2020-04-10,-44,-10,-10,-63,-54,25
Rhode Island,2020-04-11,-45,-4,45,-57,-40,15
Rhode Island,2020-04-12,-63,-45,11,-67,-43,13
Rhode Island,2020-04-13,-56,-39,-51,-75,-54,24
Rhode Island,2020-04-14,-35,-13,63,-61,-51,20
Rhode Island,2020-04-15,-36,-15,11,-64,-51,21
Rhode Island,2020-04-16,-37,-14,19,-64,-51,22
Rhode Island,2020-04-17,-39,-15,13,-64,-49,23
Rhode Island,2020-04-18,-54,-26,-41,-68,-41,17
Rhode Island,2020-04-19,-38,-22,53,-58,-35,11
Rhode Island,2020-04-20,-37,-21,18,-66,-50,20
Rhode Island,2020-04-21,-43,-24,-23,-68,-51,23
Rhode Island,2020-04-22,-38,-16,-2,-65,-51,21
Rhode Island,2020-04-23,-37,-16,28,-64,-50,21
Rhode Island,2020-04-24,-45,-22,-38,-69,-50,26
Rhode Island,2020-04-25,-38,-16,139,-51,-35,12
Rhode Island,2020-04-26,-48,-28,-44,-67,-38,13
Rhode Island,2020-04-27,-41,-24,-33,-69,-49,21
Rhode Island,2020-04-28,-32,-14,35,-61,-49,15
Rhode Island,2020-04-29,-31,-15,55,-59,-50,19
Rhode Island,2020-04-30,-39,-15,-17,-62,-50,22
Rhode Island,2020-05-01,-35,-10,23,-58,-48,23
Rhode Island,2020-05-02,-33,-8,140,-41,-32,11
Rhode Island,2020-05-03,-27,-12,100,-41,-29,8
Rhode Island,2020-05-04,-26,-12,56,-57,-47,18
Rhode Island,2020-05-05,-23,-5,67,-54,-47,18
Rhode Island,2020-05-06,-30,-11,24,-57,-48,19
Rhode Island,2020-05-07,-30,-8,71,-56,-47,19
Rhode Island,2020-05-08,-35,-10,7,-56,-46,21
Rhode Island,2020-05-09,-35,2,16,-54,-32,12
South Carolina,2020-02-15,7,3,39,5,0,-1
South Carolina,2020-02-16,3,-1,-9,11,-1,0
South Carolina,2020-02-17,6,2,37,8,-15,3
South Carolina,2020-02-18,-1,-1,-11,2,1,2
South Carolina,2020-02-19,1,0,-13,1,0,1
South Carolina,2020-02-20,-7,-5,-29,-1,-1,4
South Carolina,2020-02-21,2,-2,-7,5,-2,1
South Carolina,2020-02-22,5,1,27,7,3,-1
South Carolina,2020-02-23,5,1,17,12,3,-1
South Carolina,2020-02-24,-1,-2,-8,-1,3,1
South Carolina,2020-02-25,6,1,-1,3,2,1
South Carolina,2020-02-26,10,2,-7,8,2,-1
South Carolina,2020-02-27,13,5,9,13,2,-1
South Carolina,2020-02-28,12,5,11,15,1,-2
South Carolina,2020-02-29,15,8,39,15,3,-3
South Carolina,2020-03-01,16,8,25,25,3,-2
South Carolina,2020-03-02,10,6,20,8,4,-1
South Carolina,2020-03-03,10,8,3,4,2,0
South Carolina,2020-03-04,7,3,-11,5,1,1
South Carolina,2020-03-05,2,-2,-25,2,-1,3
South Carolina,2020-03-06,9,5,21,12,2,-2
South Carolina,2020-03-07,11,7,53,18,3,-2
South Carolina,2020-03-08,12,7,38,24,2,-1
South Carolina,2020-03-09,9,8,53,7,2,-1
South Carolina,2020-03-10,9,9,34,8,1,0
South Carolina,2020-03-11,10,7,43,10,1,-1
South Carolina,2020-03-12,11,15,43,11,0,-1
South Carolina,2020-03-13,8,22,41,10,-2,-1
South Carolina,2020-03-14,4,18,64,10,1,0
South Carolina,2020-03-15,2,23,15,16,-3,1
South Carolina,2020-03-16,-1,24,13,-1,-10,4
South Carolina,2020-03-17,-8,17,6,-2,-15,7
South Carolina,2020-03-18,-19,11,10,-4,-21,9
South Carolina,2020-03-19,-22,10,32,-9,-23,10
South Carolina,2020-03-20,-25,10,31,-13,-26,10
South Carolina,2020-03-21,-32,4,39,-16,-17,7
South Carolina,2020-03-22,-39,-9,-22,-23,-28,9
South Carolina,2020-03-23,-34,-7,-21,-25,-30,13
South Carolina,2020-03-24,-36,-9,-28,-23,-33,16
South Carolina,2020-03-25,-30,-5,-2,-21,-34,14
South Carolina,2020-03-26,-31,-6,-5,-24,-35,15
South Carolina,2020-03-27,-32,-6,6,-27,-35,14
South Carolina,2020-03-28,-35,-4,12,-32,-25,9
South Carolina,2020-03-29,-38,-11,-4,-34,-34,9
South Carolina,2020-03-30,-30,-8,-1,-30,-36,13
South Carolina,2020-03-31,-32,-6,-30,-27,-39,16
South Carolina,2020-04-01,-30,-3,-26,-26,-40,15
South Carolina,2020-04-02,-33,-4,-20,-29,-41,16
South Carolina,2020-04-03,-32,-1,-18,-33,-41,15
South Carolina,2020-04-04,-40,-5,-22,-39,-31,11
South Carolina,2020-04-05,-42,-11,-24,-41,-38,10
South Carolina,2020-04-06,-33,-5,-11,-33,-41,15
South Carolina,2020-04-07,-36,-3,-21,-31,-43,17
South Carolina,2020-04-08,-41,-12,-26,-30,-45,17
South Carolina,2020-04-09,-38,-8,-22,-32,-45,18
South Carolina,2020-04-10,-37,-5,-26,-40,-52,19
South Carolina,2020-04-11,-41,-2,-24,-45,-34,11
South Carolina,2020-04-12,-64,-39,-56,-52,-46,12
South Carolina,2020-04-13,-36,-15,-23,-37,-45,16
South Carolina,2020-04-14,-29,-6,-11,-27,-41,15
South Carolina,2020-04-15,-25,-6,-32,-28,-42,16
South Carolina,2020-04-16,-26,-5,-19,-27,-41,16
South Carolina,2020-04-17,-30,-7,-16,-30,-41,15
South Carolina,2020-04-18,-34,-7,-12,-33,-29,10
South Carolina,2020-04-19,-41,-16,-48,-40,-37,11
South Carolina,2020-04-20,-30,-11,-25,-33,-40,16
South Carolina,2020-04-21,-25,-4,-6,-23,-40,15
South Carolina,2020-04-22,-25,-5,-11,-22,-41,15
South Carolina,2020-04-23,-34,-12,-46,-31,-42,19
South Carolina,2020-04-24,-29,-5,-13,-28,-40,15
South Carolina,2020-04-25,-32,-5,-2,-29,-28,9
South Carolina,2020-04-26,-30,-7,-7,-30,-34,8
South Carolina,2020-04-27,-20,-3,0,-24,-37,13
South Carolina,2020-04-28,-19,1,0,-18,-39,9
South Carolina,2020-04-29,-21,-2,-17,-19,-40,14
South Carolina,2020-04-30,-21,-1,-24,-23,-39,16
South Carolina,2020-05-01,-19,4,7,-19,-38,13
South Carolina,2020-05-02,-23,4,35,-19,-25,7
South Carolina,2020-05-03,-22,1,27,-21,-29,6
South Carolina,2020-05-04,-14,2,16,-21,-34,11
South Carolina,2020-05-05,-14,5,2,-18,-36,13
South Carolina,2020-05-06,-14,3,3,-15,-36,13
South Carolina,2020-05-07,-15,4,10,-15,-35,13
South Carolina,2020-05-08,-19,3,-3,-16,-36,13
South Carolina,2020-05-09,-15,17,29,-10,-22,5
South Dakota,2020-02-15,7,6,4,3,-1,0
South Dakota,2020-02-16,15,11,28,1,1,-2
South Dakota,2020-02-17,3,0,-7,4,-23,6
South Dakota,2020-02-18,-5,1,-2,0,-1,1
South Dakota,2020-02-19,-5,-1,-4,1,1,1
South Dakota,2020-02-20,1,3,7,6,1,0
South Dakota,2020-02-21,4,6,22,4,5,-1
South Dakota,2020-02-22,7,9,34,3,2,-1
South Dakota,2020-02-23,13,17,46,6,5,-2
South Dakota,2020-02-24,-5,6,-4,-1,4,1
South Dakota,2020-02-25,-9,-4,-14,-5,-6,4
South Dakota,2020-02-26,6,10,3,6,2,-1
South Dakota,2020-02-27,7,8,6,8,0,-1
South Dakota,2020-02-28,12,13,13,9,2,-1
South Dakota,2020-02-29,14,18,25,10,1,-2
South Dakota,2020-03-01,19,21,16,11,5,-2
South Dakota,2020-03-02,6,11,12,8,5,-1
South Dakota,2020-03-03,8,11,18,9,2,-1
South Dakota,2020-03-04,8,10,31,11,2,-1
South Dakota,2020-03-05,5,5,15,10,2,0
South Dakota,2020-03-06,10,11,36,13,5,-1
South Dakota,2020-03-07,13,15,68,15,2,-2
South Dakota,2020-03-08,18,18,83,10,2,-2
South Dakota,2020-03-09,6,9,24,6,2,0
South Dakota,2020-03-10,9,20,22,10,0,-1
South Dakota,2020-03-11,7,25,50,10,0,-1
South Dakota,2020-03-12,3,25,14,8,-3,1
South Dakota,2020-03-13,1,36,12,4,-1,3
South Dakota,2020-03-14,-21,7,-41,-16,-6,8
South Dakota,2020-03-15,-8,12,1,-4,-6,4
South Dakota,2020-03-16,-7,21,2,-5,-15,7
